index,inputs,context,topic,org_label,set-0,id,string_label,label
929,"(('the', 0, 142, 145),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,DT,train,929,7,7
930,"(('curriculum', 0, 146, 156),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NN,train,930,3,3
931,"(('over', 0, 157, 161),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,IN,train,931,2,2
932,"(('the', 0, 162, 165),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,DT,train,932,7,7
933,"(('past', 0, 166, 170),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,JJ,train,933,0,0
934,"(('few', 0, 171, 174),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,JJ,train,934,0,0
935,"(('years', 0, 175, 180),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NNS,train,935,1,1
936,"(('.', 0, 181, 182),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,.,train,936,8,8
937,"(('Professor', 0, 0, 9),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,NNP,train,937,16,16
938,"(('Tang', 0, 10, 14),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,NNP,train,938,16,16
939,"(('Ming', 0, 15, 19),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,NNP,train,939,16,16
940,"(('-', 0, 20, 21),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,HYPH,train,940,21,21
941,"(('je', 0, 22, 24),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,NNP,train,941,16,16
942,"(('of', 0, 25, 27),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,IN,train,942,2,2
943,"(('NTU', 0, 28, 31),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,NNP,train,943,16,16
944,"((""'s"", 0, 32, 34),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,POS,train,944,26,26
945,"(('College', 0, 35, 42),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,NNP,train,945,16,16
946,"(('of', 0, 43, 45),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,IN,train,946,2,2
947,"(('Management', 0, 46, 56),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,NNP,train,947,16,16
948,"(('adds', 0, 57, 61),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,VBZ,train,948,5,5
949,"((':', 0, 62, 63),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,:,train,949,35,35
950,"(('""', 0, 64, 65),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,``,train,950,31,31
951,"(('With', 0, 66, 70),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,IN,train,951,2,2
952,"(('small', 0, 71, 76),)","('Professor Tang Ming - je of NTU \'s College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management .',)",,JJ,train,952,0,0
